Horodateur,Matricule,1/01 AM,2/01 AM,3/01 AM,5/01 AM,8/01 AM,9/01 AM,10/01 AM,11/01 AM,12/01 AM,13/01 AM,15/01 AM,16/01 AM
2021/11/11 7:48:51 PM UTC+1,497075,2,5,9,6,2,2,3,9,1,7,1,9
2021/11/11 7:48:51 PM UTC+1,472702,1,8,9,5,9,3,8,8,4,10,10,5
2021/11/11 7:48:51 PM UTC+1,469359,10,7,9,9,4,2,10,4,7,5,8,6
2021/11/11 7:48:51 PM UTC+1,476723,4,2,10,7,2,4,8,4,4,2,4,7
2021/11/11 7:48:51 PM UTC+1,464321,3,1,2,8,7,10,1,7,9,2,7,6
2021/11/11 7:48:51 PM UTC+1,516542,2,4,6,1,6,2,9,9,10,9,1,10
2021/11/11 7:48:51 PM UTC+1,454402,4,5,8,6,2,9,6,10,4,2,4,6
2021/11/11 7:48:51 PM UTC+1,465979,3,4,7,10,8,5,7,7,3,8,7,2
2021/11/11 7:48:51 PM UTC+1,458815,3,2,4,2,7,2,3,10,9,10,2,7
2021/11/11 7:48:51 PM UTC+1,462389,9,6,4,10,4,4,2,9,8,5,1,9
2021/11/11 7:48:51 PM UTC+1,518861,8,7,9,5,1,4,3,5,9,7,7,2
2021/11/11 7:48:51 PM UTC+1,518277,1,5,4,5,3,1,10,3,7,9,1,6
2021/11/11 7:48:51 PM UTC+1,507311,8,7,10,6,2,4,4,8,6,6,7,3
